,Caso Noticia,Grado del Delito,Caracterización,Modalidad,Título,Artículo,Procedimiento Abreviado,Tipo de Noticia,Etapa Noticia,Fecha Creación,Año de Creación,Ley,Entidad Receptora,Unidad Receptora,Fecha de la denuncia,Departamento de la denuncia,Municipio de la denuncia,Fecha de los Hechos,Departamento de los Hechos,Municipio de los Hechos,Fecha Última Actuación,Última Actuación
848,sdv-id-ixxmLE,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-27 14:07:24,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-05-19 14:06:51,Antioquia,MEDELLÍN,2025-04-23 06:45:03,Antioquia,MEDELLÍN,2025-08-04 21:24:13,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
849,sdv-id-xvBPQy,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-18 02:25:39,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-03-13 05:49:43,"BOGOTÁ, D. C.",MEDELLÍN,2024-10-05 03:23:40,Antioquia,MEDELLÍN,2025-07-07 14:45:42,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
850,sdv-id-GfyHlJ,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-14 09:59:05,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-16 06:54:48,Antioquia,MEDELLÍN,2025-01-26 21:55:52,Antioquia,MEDELLÍN,2025-07-21 20:02:50,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
851,sdv-id-ooXQZV,AGRAVADO,OTROS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-19 06:55:01,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-03-02 09:57:42,Antioquia,MEDELLÍN,2025-03-13 18:20:43,Antioquia,MEDELLÍN,2025-08-08 14:17:19,Obtención de documentos
852,sdv-id-jLawTZ,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-14 15:01:44,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-07-31 15:12:32,Antioquia,MEDELLÍN,2024-06-01 10:21:39,Antioquia,MEDELLÍN,2025-07-07 03:43:24,Registro de informacion formal
853,sdv-id-XVixOx,NINGUNO,BIENES MUEBLES,ARRIENDO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-08 22:46:19,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-03-28 10:06:25,Antioquia,MEDELLÍN,2025-01-03 16:46:04,Antioquia,MEDELLÍN,2025-07-24 06:45:06,Sale de fiscal intervención temprana a fiscal conocimiento
854,sdv-id-NMbAQo,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-01-04 07:50:19,2025,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-02-12 15:41:31,Antioquia,MEDELLÍN,2025-01-09 02:55:49,Antioquia,MEDELLÍN,2025-04-29 17:12:47,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
855,sdv-id-VJlQHe,NINGUNO,BIENES INMUEBLES,DELINCUENCIA COMUN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2025-05-19 13:56:08,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-03-31 04:26:21,Antioquia,"BOGOTÁ, D.C.",2025-03-01 13:51:28,Antioquia,MEDELLÍN,2025-08-08 05:22:29,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
856,sdv-id-zgpGJn,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-04-09 23:07:57,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-01-09 04:04:26,Antioquia,MEDELLÍN,2024-10-17 10:07:23,Antioquia,MEDELLÍN,2025-08-06 03:20:01,Obtención de documentos
857,sdv-id-expLQh,NINGUNO,BIENES MUEBLES,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2023-02-25 17:51:46,2024,Ley 906,Policía Nacional,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2023-10-06 02:42:46,Antioquia,MEDELLÍN,2023-10-04 03:19:54,Antioquia,MEDELLÍN,2024-09-22 01:25:29,Obtención de documentos
858,sdv-id-OpKMLx,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-28 18:41:19,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-15 10:15:11,Antioquia,MEDELLÍN,2024-12-28 05:01:44,Antioquia,MEDELLÍN,2025-07-31 16:27:04,Registro de informacion formal
859,sdv-id-ayJvIy,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-02-09 12:04:42,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-12-29 09:11:42,Antioquia,MEDELLÍN,2024-08-16 10:27:54,Antioquia,MEDELLÍN,2025-03-20 13:14:38,Busqueda en bases de datos de acceso publico
860,sdv-id-jMBANM,NINGUNO,BIENES MUEBLES,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-04-19 06:46:52,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2023-09-25 10:33:20,Antioquia,MEDELLÍN,2024-01-25 15:21:08,Antioquia,MEDELLÍN,2024-12-16 04:55:24,Registro de informacion formal
861,sdv-id-tapIdR,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-19 09:40:20,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-05-21 11:35:56,Antioquia,MEDELLÍN,2025-02-06 15:56:45,Antioquia,MEDELLÍN,2025-08-16 03:52:15,Obtención de documentos
862,sdv-id-adXfmL,NINGUNO,BIENES MUEBLES,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,INDAGACIÓN,2024-10-25 02:55:33,2025,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-11 09:00:41,Antioquia,MEDELLÍN,2024-08-19 07:49:48,Antioquia,MEDELLÍN,2025-01-08 21:07:06,Programa metodológico
863,sdv-id-tTpnRp,AGRAVADO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-21 20:54:08,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-20 11:31:05,Antioquia,MEDELLÍN,2024-10-22 13:21:41,Antioquia,MEDELLÍN,2025-01-30 19:46:12,Obtención de documentos
864,sdv-id-aMmgiN,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-06-20 14:27:55,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-11-02 09:14:52,"BOGOTÁ, D. C.",MEDELLÍN,2023-03-19 21:37:29,Antioquia,MEDELLÍN,2025-02-19 17:00:25,Obtención de documentos
865,sdv-id-FDqSzs,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2025-02-15 15:05:27,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-12-31 05:34:50,"BOGOTÁ, D. C.",MEDELLÍN,2024-08-20 08:32:55,Antioquia,MEDELLÍN,2025-08-14 22:47:35,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
866,sdv-id-ukeSyY,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-20 16:26:08,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-09-15 02:22:57,Antioquia,MEDELLÍN,2024-07-12 22:00:34,Antioquia,MEDELLÍN,2024-06-18 13:38:51,Registro de informacion formal
867,sdv-id-LdEjfG,NINGUNO,BIENES MUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-09-18 10:18:06,2024,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-01-28 19:36:19,Antioquia,MEDELLÍN,2023-11-06 17:38:09,Antioquia,MEDELLÍN,2024-05-06 07:00:58,Sale a fiscal de conocimiento
868,sdv-id-uDSvBj,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-26 05:51:42,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-07-09 06:56:39,Antioquia,MEDELLÍN,2025-08-01 02:00:46,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
869,sdv-id-KZwWPT,NINGUNO,OFRECIMIENTO DE SERVICIOS,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-13 11:36:57,2025,Ley 906,Policía Nacional,CENTRO DE CONTACTO DAUITA,2025-01-10 14:30:24,"BOGOTÁ, D. C.",MEDELLÍN,2024-05-06 12:23:43,Antioquia,MEDELLÍN,2025-08-12 15:29:34,Obtención de documentos
870,sdv-id-FzBeSX,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-05 12:43:35,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-10-09 17:37:15,Antioquia,"BOGOTÁ, D.C.",2024-12-23 01:27:18,Antioquia,MEDELLÍN,2024-12-04 08:33:30,Obtención de documentos
871,sdv-id-ZygeHM,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-08-06 23:14:29,2023,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-07-17 20:08:05,Antioquia,MEDELLÍN,2025-07-23 01:43:49,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
872,sdv-id-whQcOT,NINGUNO,BIENES MUEBLES,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-05-31 04:50:13,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-06-11 14:42:43,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2025-03-24 04:00:14,Antioquia,MEDELLÍN,2025-08-09 17:38:29,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
873,sdv-id-EyOBKE,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-01 00:59:45,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-12-11 16:43:04,Antioquia,MEDELLÍN,2024-10-10 05:19:10,Antioquia,MEDELLÍN,2024-05-20 14:42:50,Obtención de documentos
874,sdv-id-ekAHUU,NINGUNO,BIENES MUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2022-12-01 04:24:11,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-07-02 03:23:02,Arauca,MEDELLÍN,2023-06-30 01:23:51,Antioquia,MEDELLÍN,2025-02-27 17:27:56,Obtención de documentos
875,sdv-id-YlirqF,NINGUNO,OTROS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,DENUNCIA,INDAGACIÓN,2024-07-07 11:57:17,2024,Ley 906,Fiscalía General de la Nación,DIR. APOYO INVESTIGACIÓN Y ANÁLISIS PARA LA SEG. CIUDADANA,2024-04-04 03:43:22,Antioquia,MEDELLÍN,2024-10-14 06:26:39,Antioquia,MEDELLÍN,2025-06-26 11:11:11,Busqueda en bases de datos de acceso publico
876,sdv-id-KJQBBd,NINGUNO,OFRECIMIENTO DE SERVICIOS,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-09-30 17:42:27,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-23 15:28:12,Antioquia,MEDELLÍN,2023-11-19 09:56:15,Antioquia,MEDELLÍN,2024-04-15 15:35:43,Obtención de documentos
877,sdv-id-dcJGBE,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-03 16:26:53,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-04-26 22:41:15,Antioquia,MEDELLÍN,2024-09-28 00:08:00,Antioquia,MEDELLÍN,2025-08-15 04:54:14,Registro de informacion formal
878,sdv-id-fpkjaE,AGRAVADO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-08 16:27:49,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-03-07 21:18:07,Antioquia,MEDELLÍN,2024-10-23 12:26:55,Antioquia,MEDELLÍN,2025-03-10 17:28:13,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
879,sdv-id-tFsain,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-25 05:36:12,2024,Ley 906,Fiscalía General de la Nación,SAU (SALA DE ATENCION AL USUARIO) - CENTRO - PEREIRA,2024-09-13 14:21:01,Antioquia,MEDELLÍN,2024-05-26 20:34:30,Antioquia,MEDELLÍN,2024-12-28 07:40:56,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
880,sdv-id-zRGEuq,NINGUNO,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-28 19:47:51,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-05-31 00:13:48,Antioquia,MEDELLÍN,2025-07-09 21:11:42,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
881,sdv-id-ontbbF,NINGUNO,BIENES INMUEBLES,APALANCAMIENTO FINANCIERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-07 19:41:01,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-02-14 21:32:36,Antioquia,MEDELLÍN,2024-12-08 22:00:14,Antioquia,MEDELLÍN,2025-07-06 20:28:00,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
882,sdv-id-EiYdie,NINGUNO,OFRECIMIENTO DE SERVICIOS,"TURISMO POR INTERNET (ALQUILER FINCAS, APARTAMENTOS, APARTA ESTUDIOS - CASAS, HOTELES)",DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-03-24 03:10:39,2025,Ley 906,Fiscalía General de la Nación,DIR. APOYO INVESTIGACIÓN Y ANÁLISIS PARA LA SEG. CIUDADANA,2023-11-03 16:02:19,"BOGOTÁ, D. C.",MEDELLÍN,2022-04-11 01:28:31,Antioquia,MEDELLÍN,2024-08-14 19:18:03,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
883,sdv-id-LnVRYm,NINGUNO,BIENES MUEBLES,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,ACTOS URGENTES,QUERELLABLE,2024-06-21 16:57:27,2024,Ley 906,Fiscalía General de la Nación,FISCALIA LOCAL TIERRALTA,2024-05-25 15:58:37,Antioquia,BARBOSA,2024-05-03 00:21:27,Antioquia,MEDELLÍN,2024-07-25 19:15:36,Busqueda en bases de datos de acceso publico
884,sdv-id-FIOBJu,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-06-28 23:58:02,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-08 00:38:58,Antioquia,MEDELLÍN,2024-08-10 05:42:36,Antioquia,MEDELLÍN,2025-03-28 06:51:28,Sale a fiscal de conocimiento
885,sdv-id-QclRDb,NINGUNO,OTROS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-12-24 17:27:55,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-01 15:15:52,Antioquia,MEDELLÍN,2024-04-21 01:56:34,Antioquia,MEDELLÍN,2025-07-04 02:15:35,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
886,sdv-id-ZtLsae,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-23 09:35:27,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS ITAGUI,2025-01-12 16:33:30,Antioquia,MEDELLÍN,2025-02-25 06:03:59,Antioquia,MEDELLÍN,2025-08-06 13:22:27,Busqueda en bases de datos de acceso publico
887,sdv-id-zJpjFw,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-28 22:52:43,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-17 14:12:31,Antioquia,MEDELLÍN,2024-02-16 19:06:20,Antioquia,MEDELLÍN,2025-08-15 15:38:08,Programa metodológico
888,sdv-id-VjeYbP,NINGUNO,BIENES MUEBLES,ARRIENDO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-22 20:40:37,2025,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-03-23 16:09:02,Antioquia,"BOGOTÁ, D.C.",2025-05-07 04:26:48,Antioquia,MEDELLÍN,2025-04-14 01:39:11,Obtención de documentos
889,sdv-id-ksuKCN,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-08 11:24:44,2024,Ley 906,Fiscalía General de la Nación,DIR. APOYO INVESTIGACIÓN Y ANÁLISIS PARA LA SEG. CIUDADANA,2025-05-14 16:40:19,Antioquia,MEDELLÍN,2024-08-11 01:04:42,Antioquia,MEDELLÍN,2025-07-03 23:07:45,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
890,sdv-id-HwgXUI,NINGUNO,BIENES INMUEBLES,ARRIENDO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-07-22 19:21:02,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-06-07 13:50:57,Antioquia,MEDELLÍN,2024-08-01 17:23:54,Antioquia,MEDELLÍN,2025-05-12 19:35:54,Registro de informacion formal
891,sdv-id-ARsFsB,NINGUNO,BIENES MUEBLES,EXCURSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-03-13 13:20:31,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-02-17 09:00:39,Antioquia,MEDELLÍN,2023-12-02 03:31:56,Antioquia,MEDELLÍN,2025-02-18 17:09:27,Registro de informacion formal
892,sdv-id-JOzYNI,NINGUNO,OTROS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-26 17:28:19,2024,Ley 906,Policía Nacional,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-03-08 06:22:39,Antioquia,MEDELLÍN,2025-08-04 10:14:05,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
893,sdv-id-BKjCmZ,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-02-11 04:44:01,2025,Ley 906,Policía Nacional,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-08-12 22:47:38,"BOGOTÁ, D. C.",MEDELLÍN,2023-10-11 19:52:04,Antioquia,MEDELLÍN,2025-07-02 04:25:35,"Ubicacion de personas (indiciados, testigos o victimas)"
894,sdv-id-NdolCB,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-08-22 01:05:21,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-28 16:09:32,Antioquia,MEDELLÍN,2024-07-17 18:24:15,Antioquia,MEDELLÍN,2025-06-19 10:27:41,Registro de informacion formal
895,sdv-id-vBOqUi,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-05-12 00:25:25,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-10-16 12:10:55,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2023-11-14 05:54:55,Antioquia,MEDELLÍN,2023-08-06 17:17:51,Programa metodológico
896,sdv-id-ZimPDh,NINGUNO,BIENES MUEBLES,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-10-04 06:24:18,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-06-25 21:51:47,Antioquia,MEDELLÍN,2024-04-11 13:31:46,Antioquia,MEDELLÍN,2025-05-28 21:51:25,Obtención de documentos
897,sdv-id-rqtEbZ,NINGUNO,BIENES MUEBLES,"TURISMO POR INTERNET (ALQUILER FINCAS, APARTAMENTOS, APARTA ESTUDIOS - CASAS, HOTELES)",DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-09-03 20:00:20,2025,Ley 906,Policía Nacional,URI (UNIDAD DE REACCION INMEDIATA) - CENTRO MEDELLÍN,2024-08-03 02:08:34,Antioquia,COPACABANA,2024-09-29 20:34:29,Antioquia,MEDELLÍN,2025-05-16 19:36:02,Obtención de documentos
